id,text,likes,comments
#Bristruth10503,sees royal wedding sees me fuckjpeg eyefucks in the ass writes briscrush about that person i met in the back of a car once redownloads tinder again fuck it ill watch suits and pretend that if meghan markle can be a princess then ill marry royalty someday soon maybe like in kingsmen,4,2
#Bristruth10477,people are complaining that the mr men and misses childrens books are sexist but i just think its disgusting that theyve overlooked the fact that there are obviously more than two genders im 100 sure of this too coz fuck science and this has not been accounted for in these books outraged is a bloomin understatement,2,3
#Bristruth10476,anyone see that derren brown episode where he taught people to memorize everything in a book just by looking at each page for a few seconds and then they went and won pub quizzes yeah thats the only hope i have left anymore,17,0
#Bristruth10406,does anyone else love pink floyd i really want to find people to just chill and listen to them with,107,30
#Bristruth10401,shoutout to the girl who wrote miroslav a briscrush and got baitedyou just said what we were all thinking ,3,2
#Bristruth10399,ive spent more time debating yanny vs laurel that i have spent revising for exams,39,27
#Bristruth10397,we care for you the march is for you we can do so much more than a university we can care for eachother look out for one another,4,0
#Bristruth10386,for anyone who needs cheering up from revision i heard this on the radio and it made my day ask siri to say i like big butts and i cannot lie 3 times first in german then spanishthen in french thank me later xxx,15,7
#Bristruth10383,i spent my first night in the ass library recently and i couldnt stop imagining what itd be like to have a shitty voyeuristic channel 4 show title some kind of anal pun about a night in the ass like literally just set up cameras everywhere educating yorkshire style cos honestly the people you find there are fucking neeks but saying this it would be cool to hear their stories too cos yeah theyre neeks but like what made them this way yakno,34,1
#Bristruth10380,does anyone know how balfour beatty is pronounced i see signs all over campus and every time my head comes up with a different pronunciation  bal four betty  balfar beaty  bald four beauty  help,3,5
#Bristruth10379,people sayin that philip schofields snapchat gets me through my exams obviously dont have mia khalifa on snapchat ,1,4
#Bristruth10345,leave your bags at the back of the exam hall if you do not have a bag bring your items to the invigilators at the front please bring your student id card to your desk with you if you do not know your candidate number please be seated and raise your hand well i might have fucked my exams but nothing couldve prepared me better for my future job of being an invigilator,109,5
#Bristruth10342,shoutout to the person in the education library with motivational stickers stuck on their laptop saying focus 50000 debt and just do 20 mins more i feel you,69,8
#Bristruth10335,gone from eye fucking in the ass to eye fucking invigilators ,8,0
#Bristruth10332,to everyone who is going through mental health issues and challenges it speaks volumes given the fact that youve made it to uni and i for one believe in you guys you may feel that stability isnt a thing for you right now but grinding through this one exam period may work wonders for your mental state in the end ps dont compare your mental state with others as you guys are the real mvps of the personal journey,26,0
#Bristruth10323,me and my housemate eyefucked for the first time tonight and damn that shit is effective my nips got so hard and i think he noticed whats the next stage where do i go from here why do i now wanna rip my housemates clothes off send help please im new to this  ps whoever brought eyefucking to the bristruth game ilysm,4,23
#Bristruth10322,people who use the piano in the union can fuck off nobody wants to hear you play fur elise,24,7
#Bristruth10321,reminder that hamas uses women and children as human shields in gunfights and blows up buses full of completely innocent people yes what israel did the other day was abhorrent and completely inexcusable but stop pretending like the other side is any better,7,0
#Bristruth10310,my mood keeps fluctuating between omg im gonna cry and fuck this im so done,106,24
#Bristruth10308,does anyone share minor concern for the bristruths admin having to sift though submissions instead of revising for exams dont stop obv x,9,0
